"srs_pcv.failure","srs_bacto.fails.risk.factor","srs_icc","srs_tcc","srs_sample.month","wtw_manganese.removal","wtw_phosphate.dosing","srs_total.risk.factor","srs_fails_in_any_previous_year","srs_aow","srs_free.chlorine","srs_fails_in_previous_year","srs_ooa","srs_total.chlorine","srs_stor_vol","wtw_hypo"
0,1,337,2197,2,0,1,31,0,1.6706343,1.025733233,0,2,1.135733233,0.825733233,1
0,1,174,2474,3,0,1,31,0,1.596213812,0.821312746,0,2,0.991312746,0.751312746,1
0,1,81,321,3,0,1,31,0,1.615945055,0.991043989,0,2,1.041043989,0.771043989,1
0,1,131,891,3,0,1,31,0,1.643424292,0.868523225,0,2,0.938523225,0.798523225,1
0,1,178,658,3,0,1,31,0,1.629261719,0.754360652,0,2,0.814360652,0.784360652,1
0,1,437,737,3,0,1,31,0,1.591965294,0.707064228,0,2,0.727064228,0.747064228,1
0,1,411,831,4,0,1,31,0,1.645380572,0.790479506,0,2,0.850479506,0.800479506,1
0,1,259,479,4,0,1,31,0,1.644030996,0.81912993,0,2,0.95912993,0.79912993,1
0,1,876,1316,4,0,1,31,0,1.627980127,0.743079061,0,2,0.853079061,0.783079061,1
0,1,549,2149,4,0,1,31,0,1.66419207,0.569291003,0,2,0.749291003,0.819291003,1
0,1,382,1722,5,0,1,31,0,1.607112154,0.722211087,0,2,0.762211087,0.762211087,1
0,1,352,872,5,0,1,31,0,1.657726256,0.67282519,0,2,0.76282519,0.81282519,1
0,1,78,1198,5,0,1,31,0,1.652717113,0.677816047,0,2,0.767816047,0.807816047,1
0,1,648,44208,5,0,1,31,0,1.584097609,0.489196543,0,2,0.569196543,0.739196543,1
0,1,9079,18799,8,0,1,31,0,1.670153899,0.425252832,0,2,0.545252832,0.825252832,1
0,1,590,1990,11,0,1,31,0,1.629952336,0.79505127,0,2,0.94505127,0.78505127,1
0,1,190,22470,12,0,1,31,0,1.656733347,0.921832281,0,2,1.041832281,0.811832281,1
0,1,30,1190,12,0,1,31,0,1.625296626,0.90039556,0,2,1.01039556,0.78039556,1
0,1,116,556,12,0,1,31,0,1.645831973,0.930930907,0,2,1.050930907,0.800930907,1
0,1,116,396,1,0,1,31,0,1.656626789,1.011725723,0,2,1.111725723,0.811725723,1
0,1,43,883,1,0,1,31,0,1.585831385,0.670930318,0,2,0.750930318,0.740930318,1
0,1,200,400,2,0,1,31,0,1.639823104,0.814922037,0,2,0.924922037,0.794922037,1
0,1,115,315,2,0,1,31,0,1.617756386,0.73285532,0,2,0.81285532,0.77285532,1
0,1,286,766,3,0,1,31,0,1.584437441,0.819536375,0,2,0.879536375,0.739536375,1
0,1,249,369,3,0,1,31,0,1.583195574,0.998294508,0,2,1.098294508,0.738294508,1
0,1,249,609,4,0,1,31,0,1.611655686,0.686754619,0,2,0.736754619,0.766754619,1
0,1,314,3554,4,0,1,31,0,1.627360216,0.872459149,0,2,0.962459149,0.782459149,1
0,1,6,606,4,0,1,31,0,1.661917926,0.78701686,0,2,0.84701686,0.81701686,1
0,1,556,3276,5,0,1,31,0,1.586511555,0.641610488,0,2,0.771610488,0.741610488,1
0,1,116,1356,5,0,1,31,0,1.657404691,1.212503625,0,2,1.312503625,0.812503625,1
0,1,206,6286,6,0,1,31,0,1.663722436,1.058821369,0,2,1.158821369,0.818821369,1
0,1,165,685,6,0,1,31,0,1.671543023,0.646641956,0,2,0.716641956,0.826641956,1
0,1,756,1196,7,0,1,31,0,1.641579785,0.516678719,0,2,0.616678719,0.796678719,1
0,1,2034,2714,7,0,1,31,0,1.591237296,0.33633623,0,2,0.42633623,0.74633623,1
0,1,4845,8565,8,0,1,31,0,1.607296085,0.322395019,0,2,0.432395019,0.762395019,1
1,1,4848,155968,8,0,1,31,0,1.600020215,0.395119149,0,2,0.505119149,0.755119149,1
0,1,5110,3830,9,0,1,31,0,1.666171544,0.401270478,0,2,0.481270478,0.821270478,1
0,1,2527,5847,9,0,1,31,0,1.610309047,0.415407981,0,2,0.505407981,0.765407981,1
0,1,18592,12832,9,0,1,31,0,1.612268969,0.187367902,0,2,0.307367902,0.767367902,1
0,1,3678,5078,10,0,1,31,0,1.658922856,0.36402179,0,2,0.49402179,0.81402179,1
0,1,7475,21395,10,0,1,31,0,1.588325266,0.253424199,0,2,0.333424199,0.743424199,1
0,1,197,437,11,0,1,31,0,1.628968928,0.604067862,0,2,0.694067862,0.784067862,1
0,1,160,800,12,0,1,31,0,1.626425641,0.761524575,0,2,0.851524575,0.781524575,1
0,1,162,522,12,0,1,31,0,1.667996598,0.743095532,0,2,0.833095532,0.823095532,1
0,1,169,329,1,0,1,31,0,1.652050549,0.737149483,0,2,0.827149483,0.807149483,1
0,1,50,130,1,0,1,31,0,1.646128755,0.651227688,0,2,0.711227688,0.801227688,1
0,1,47,167,2,0,1,31,0,1.582739183,0.517838116,0,2,0.617838116,0.737838116,1
0,1,7,47,2,0,1,31,0,1.630564876,0.545663809,0,2,0.665663809,0.785663809,1
0,1,84,44,2,0,1,31,0,1.595339428,0.530438361,0,2,0.630438361,0.750438361,1
0,1,48,48,3,0,1,31,0,1.671536114,0.566635048,0,2,0.606635048,0.826635048,1
0,1,194,474,4,0,1,31,0,1.661587588,0.396686522,0,2,0.436686522,0.816686522,1
0,1,84,404,4,0,1,31,0,1.644692029,0.349790963,0,2,0.449790963,0.799790963,1
0,1,556,1436,5,0,1,31,0,1.603397992,0.448496926,0,2,0.538496926,0.758496926,1
0,1,715,2275,5,0,1,31,0,1.650450251,0.365549185,0,2,0.405549185,0.805549185,1
0,1,131,171,2,0,1,33,0,3.001262673,0.459995111,0,2,0.529995111,1.856870111,1
0,1,108,768,1,0,1,33,0,3.011865486,0.550597924,0,2,0.610597924,1.867472924,1
0,1,397,677,9,0,1,33,0,3.03245022,0.531182658,0,2,0.581182658,1.888057658,1
0,3,224,1484,4,0,1,29,0,1.423764014,0.431089726,0,3,0.471089726,0.959089726,0
0,3,318,508,4,0,1,29,0,1.43116955,0.648495263,0,3,0.678495263,0.966495263,0
0,3,810,2210,5,0,1,29,0,1.469294016,0.466619729,0,3,0.496619729,1.004619729,0
0,3,153,933,5,0,1,29,0,1.441468566,0.468794278,0,3,0.498794278,0.976794278,0
0,3,162,1172,5,0,1,29,0,1.460742666,0.408068378,0,3,0.468068378,0.996068378,0
0,3,1596,1936,5,0,1,29,0,1.442581309,0.499907022,0,3,0.559907022,0.977907022,0
0,3,283,863,5,0,1,29,0,1.408754665,0.476080378,0,3,0.506080378,0.944080378,0
0,3,144,1164,6,0,1,29,0,1.459235257,0.61656097,0,3,0.64656097,0.99456097,0
0,3,570,8150,6,0,1,29,0,1.455153795,0.572479508,0,3,0.602479508,0.990479508,0
0,3,324,1774,7,0,1,29,0,1.442105154,0.479430867,0,3,0.519430867,0.977430867,0
0,3,2293,2933,8,0,1,29,0,1.38656286,0.293888573,0,3,0.323888573,0.921888573,0
0,3,91009,179879,9,0,1,29,0,1.383583889,0.370909601,0,3,0.420909601,0.918909601,0
0,3,670,3310,10,0,1,29,0,1.427442464,0.314768176,0,3,0.404768176,0.962768176,0
1,3,452,3232,4,0,1,29,0,1.400235316,0.637561029,0,3,0.667561029,0.935561029,0
0,3,283,1463,1,0,1,29,1,1.4408194,0.608145112,1,3,0.658145112,0.976145112,1
0,3,430,1090,1,0,1,29,1,1.458464345,0.405790058,1,3,0.445790058,0.993790058,1
0,3,23471,97171,1,0,1,29,1,1.377155451,0.594481163,1,3,0.634481163,0.912481163,1
0,3,164,404,1,0,1,29,1,1.398575121,0.715900833,1,3,0.745900833,0.933900833,1
0,3,159,419,2,0,1,29,1,1.461025056,0.688350769,1,3,0.698350769,0.996350769,1
0,3,176,1436,2,0,1,29,1,1.449104563,0.576430275,1,3,0.606430275,0.984430275,1
0,3,189,649,2,0,1,29,1,1.397253221,0.574578933,1,3,0.644578933,0.932578933,1
0,3,70,410,2,0,1,29,1,1.409596729,0.666922441,1,3,0.696922441,0.944922441,1
0,3,697,877,3,0,1,29,1,1.376185538,0.523511251,1,3,0.563511251,0.911511251,1
0,3,190,930,3,0,1,29,1,1.462737263,0.410062975,1,3,0.460062975,0.998062975,1
0,3,157,277,3,0,1,29,1,1.383373234,0.560698947,1,3,0.610698947,0.918698947,1
0,3,213,453,3,0,1,29,1,1.418480819,0.655806532,1,3,0.675806532,0.953806532,1
0,3,303,1243,4,0,1,29,1,1.375111881,0.552437594,1,3,0.592437594,0.910437594,1
0,3,365,805,4,0,1,29,1,1.418100153,0.415425865,1,3,0.465425865,0.953425865,1
0,3,518,858,4,0,1,29,1,1.406689915,0.474015628,1,3,0.554015628,0.942015628,1
0,3,148,368,4,0,1,29,1,1.406424166,0.463749878,1,3,0.493749878,0.941749878,1
0,3,428,1868,4,0,1,29,1,1.452228525,0.479554238,1,3,0.519554238,0.987554238,1
0,3,3,763,5,0,1,29,1,1.383038837,0.46036455,1,3,0.48036455,0.91836455,1
0,3,122,602,5,0,1,29,1,1.401395121,0.358720833,1,3,0.418720833,0.936720833,1
0,3,77,437,5,0,1,29,1,1.426072251,0.513397963,1,3,0.563397963,0.961397963,1
0,3,88,368,6,0,1,29,1,1.383668851,0.410994563,1,3,0.560994563,0.918994563,1
0,3,445,2405,6,0,1,29,1,1.426939379,0.614265092,1,3,0.634265092,0.962265092,1
0,3,126,326,6,0,1,29,1,1.409608963,0.316934676,1,3,0.336934676,0.944934676,1
0,3,50,130,6,0,1,29,1,1.470363049,0.417688762,1,3,0.477688762,1.005688762,1
0,3,277,597,7,0,1,29,1,1.422920614,0.480246327,1,3,0.590246327,0.958246327,1
0,3,607,3607,7,0,1,29,1,1.381559629,0.278885341,1,3,0.318885341,0.916885341,1
0,3,129,569,7,0,1,29,1,1.432411829,0.469737542,1,3,0.499737542,0.967737542,1
0,3,278,998,7,0,1,29,1,1.397108331,0.334434044,1,3,0.364434044,0.932434044,1
0,3,438,2038,7,0,1,29,1,1.439951035,0.387276747,1,3,0.477276747,0.975276747,1
0,3,315,555,8,0,1,29,1,1.372793823,0.210119535,1,3,0.290119535,0.908119535,1
0,3,554,874,8,0,1,29,1,1.412996414,0.370322127,1,3,0.450322127,0.948322127,1
0,3,164,1364,8,0,1,29,1,1.463240715,0.400566427,1,3,0.470566427,0.998566427,1
0,3,431,471,8,0,1,29,1,1.419628003,0.506953715,1,3,0.546953715,0.954953715,1
0,3,114,114,8,0,1,29,1,1.436536988,0.4238627,1,3,0.4738627,0.9718627,1
0,3,79,159,9,0,1,29,1,1.459603464,0.436929177,1,3,0.506929177,0.994929177,1
0,3,606,726,9,0,1,29,1,1.451650678,0.38897639,1,3,0.41897639,0.98697639,1
0,3,123,403,9,0,1,29,1,1.466977531,0.624303243,1,3,0.674303243,1.002303243,1
0,3,155,675,9,0,1,29,1,1.467675167,0.28500088,1,3,0.31500088,1.00300088,1
0,3,313,353,10,0,1,29,1,1.393061739,0.340387452,1,3,0.410387452,0.928387452,1
0,3,207,487,10,0,1,29,1,1.450318837,0.557644549,1,3,0.607644549,0.985644549,1
0,3,158,278,10,0,1,29,1,1.441510449,0.678836162,1,3,0.748836162,0.976836162,1
0,3,122,362,10,0,1,29,1,1.4506808,0.588006512,1,3,0.668006512,0.986006512,1
0,3,43,243,11,0,1,29,1,1.423415359,0.560741071,1,3,0.610741071,0.958741071,1
0,3,70,70,11,0,1,29,1,1.463348355,0.330674067,1,3,0.360674067,0.998674067,1
0,3,39,799,11,0,1,29,1,1.457984059,0.725309771,1,3,0.755309771,0.993309771,1
0,3,99,3519,11,0,1,29,1,1.455061706,0.892387419,1,3,0.922387419,0.990387419,1
0,3,13,233,12,0,1,29,1,1.392652922,0.699978635,1,3,0.719978635,0.927978635,1
0,3,38,318,12,0,1,29,1,1.458582757,0.56590847,1,3,0.61590847,0.99390847,1
0,3,276,636,12,0,1,29,1,1.424727885,0.622053598,1,3,0.652053598,0.960053598,1
0,3,121,281,12,0,1,29,1,1.410872824,0.548198537,1,3,0.648198537,0.946198537,1
0,3,6,246,1,0,1,29,1,1.466507881,0.653833594,0,3,0.683833594,1.001833594,1
0,3,39,79,1,0,1,29,1,1.457867144,0.735192856,0,3,0.815192856,0.993192856,1
0,3,34,114,2,0,1,29,1,1.458750822,0.836076534,0,3,0.946076534,0.994076534,1
0,3,76,156,2,0,1,29,1,1.448762442,0.636088154,0,3,0.676088154,0.984088154,1
0,3,47,207,2,0,1,29,1,1.372885304,0.740211017,0,3,0.750211017,0.908211017,1
0,3,-7,73,3,0,1,29,1,1.382889076,0.780214789,0,3,0.860214789,0.918214789,1
0,3,41,161,4,0,1,29,1,1.414869371,0.852195084,0,3,0.932195084,0.950195084,1
0,3,86,86,4,0,1,29,1,1.390238899,0.947564611,0,3,0.977564611,0.925564611,1
0,3,79,119,5,0,1,29,1,1.453105772,0.600431485,0,3,0.630431485,0.988431485,1
0,3,34,74,5,0,1,29,1,1.464196104,0.641521817,0,3,0.741521817,0.999521817,1
0,3,47,127,6,0,1,29,1,1.399922885,0.657248598,0,3,0.717248598,0.935248598,1
0,3,2,122,6,0,1,29,1,1.404912322,0.642238035,0,3,0.672238035,0.940238035,1
0,3,-4,76,6,0,1,29,1,1.430718549,0.638044261,0,3,0.758044261,0.966044261,1
0,3,90,130,7,0,1,29,1,1.463260484,0.570586197,0,3,0.620586197,0.998586197,1
0,3,121,281,7,0,1,29,1,1.446401532,0.463727244,0,3,0.553727244,0.981727244,1
0,3,30,70,8,0,1,29,1,1.447177402,0.424503115,0,3,0.474503115,0.982503115,1
0,3,6,246,8,0,1,29,1,1.436894262,0.564219975,0,3,0.624219975,0.972219975,1
0,3,82,242,9,0,1,29,1,1.421507829,0.588833541,0,3,0.648833541,0.956833541,1
0,3,-1,279,9,0,1,29,1,1.402169098,0.189494811,0,3,0.259494811,0.937494811,1
0,3,445,445,10,0,1,29,1,1.387972757,0.645298469,0,3,0.695298469,0.923298469,1
0,3,82,122,10,0,1,29,1,1.382399171,0.429724883,0,3,0.509724883,0.917724883,1
0,3,110,190,11,0,1,29,1,1.434353278,0.61167899,0,3,0.66167899,0.96967899,1
0,3,117,277,12,0,1,29,1,1.430217979,0.657543692,0,3,0.787543692,0.965543692,1
0,3,114,154,12,0,1,29,1,1.388863414,0.366189127,0,3,0.436189127,0.924189127,1
0,3,114,34,12,0,1,29,1,1.372694326,0.420020038,0,3,0.470020038,0.908020038,1
0,3,-5,155,1,0,1,29,1,1.395501903,0.442827615,0,3,0.562827615,0.930827615,1
0,3,10,50,1,0,1,29,1,1.461387134,0.658712847,0,3,0.698712847,0.996712847,1
0,3,-7,153,2,0,1,29,1,1.452879483,0.510205196,0,3,0.560205196,0.988205196,1
0,3,5,5,2,0,1,29,1,1.434117278,0.661442991,0,3,0.721442991,0.969442991,1
0,3,37,77,2,0,1,29,1,1.451769611,0.549095324,0,3,0.639095324,0.987095324,1
0,3,36,36,3,0,1,29,1,1.451914114,0.609239826,0,3,0.649239826,0.987239826,1
0,3,2,2,4,0,1,29,1,1.426650306,0.593976018,0,3,0.683976018,0.961976018,1
0,3,35,75,4,0,1,29,1,1.413876724,0.591202436,0,3,0.641202436,0.949202436,1
0,3,30,70,4,0,1,29,1,1.448107585,0.575433297,0,3,0.615433297,0.983433297,1
0,3,47,47,5,0,1,29,1,1.465107522,0.532433235,0,3,0.592433235,1.000433235,1
0,3,-6,194,5,0,1,29,1,1.422578396,0.579904108,0,3,0.599904108,0.957904108,1
0,3,150,230,6,0,1,29,1,1.430193516,0.637519228,0,3,0.697519228,0.965519228,1
0,3,3002,15962,6,0,1,29,1,1.394567227,0.29189294,0,3,0.34189294,0.92989294,1
1,2,360,1920,12,0,1,33.5,0,1.521265276,0.516315156,0,3,0.586315156,0.380315156,0
0,2,365,1125,4,0,1,33.5,1,1.59321367,0.628263551,1,3,0.678263551,0.452263551,0
0,2,619,17159,1,0,1,33.5,1,1.551829543,0.536879424,0,3,0.596879424,0.410879424,1
0,2,105,925,1,0,1,33.5,1,1.50686978,0.511919661,0,3,0.551919661,0.365919661,1
0,2,36,1936,1,0,1,33.5,1,1.586563838,0.701613719,0,3,0.781613719,0.445613719,1
0,2,122,922,1,0,1,33.5,1,1.509225858,0.624275739,0,3,0.654275739,0.368275739,1
0,2,48,648,2,0,1,33.5,1,1.51235751,0.477407391,0,3,0.537407391,0.371407391,1
0,2,190,1750,2,0,1,33.5,1,1.552819525,0.557869406,0,3,0.607869406,0.411869406,1
0,2,88,788,2,0,1,33.5,1,1.552101022,0.397150903,0,3,0.477150903,0.411150903,1
0,2,166,846,2,0,1,33.5,1,1.533188271,0.618238152,0,3,0.668238152,0.392238152,1
0,2,369,849,3,0,1,33.5,1,1.526247548,0.641297429,0,3,0.661297429,0.385297429,1
0,2,216,356,3,0,1,33.5,1,1.566827211,0.551877092,0,3,0.611877092,0.425877092,1
0,2,152,652,3,0,1,33.5,1,1.511062119,0.596112,0,3,0.676112,0.370112,1
0,2,236,576,3,0,1,33.5,1,1.53326119,0.588311071,0,3,0.628311071,0.392311071,1
0,2,274,3034,4,0,1,33.5,1,1.603146897,0.478196778,0,3,0.518196778,0.462196778,1
0,2,208,628,4,0,1,33.5,1,1.598225546,0.563275426,0,3,0.593275426,0.457275426,1
0,2,143,443,4,0,1,33.5,1,1.561595233,0.596645114,0,3,0.626645114,0.420645114,1
0,2,173,333,4,0,1,33.5,1,1.515358054,0.470407935,0,3,0.520407935,0.374407935,1
0,2,345,625,4,0,1,33.5,1,1.574590969,0.389640849,0,3,0.419640849,0.433640849,1
0,2,44,724,5,0,1,33.5,1,1.551517798,0.516567679,0,3,0.566567679,0.410567679,1
0,2,158,1238,5,0,1,33.5,1,1.559939565,0.374989446,0,3,0.514989446,0.418989446,1
0,2,87,527,5,0,1,33.5,1,1.598953139,0.47400302,0,3,0.51400302,0.45800302,1
0,2,170,2130,6,0,1,33.5,1,1.510641189,0.45569107,0,3,0.59569107,0.36969107,1
0,2,90,610,6,0,1,33.5,1,1.536695189,0.52174507,0,3,0.56174507,0.39574507,1
0,2,-1,1359,6,0,1,33.5,1,1.557861435,0.472911316,0,3,0.502911316,0.416911316,1
0,2,129,129,6,0,1,33.5,1,1.509538369,0.27458825,0,3,0.33458825,0.36858825,1
0,2,315,2675,7,0,1,33.5,1,1.596062325,0.631112205,0,3,0.761112205,0.455112205,1
0,2,1390,3670,7,0,1,33.5,1,1.601681975,0.436731856,0,3,0.466731856,0.460731856,1
0,2,519,839,7,0,1,33.5,1,1.596499739,0.50154962,0,3,0.58154962,0.45554962,1
0,2,163,763,7,0,1,33.5,1,1.563742964,0.378792845,0,3,0.408792845,0.422792845,1
0,2,1041,8121,7,0,1,33.5,1,1.535205089,0.360254969,0,3,0.420254969,0.394254969,1
0,2,273,633,8,0,1,33.5,1,1.547355151,0.362405032,0,3,0.432405032,0.406405032,1
0,2,240,560,8,0,1,33.5,1,1.598471966,0.513521847,0,3,0.573521847,0.457521847,1
0,2,-9,431,8,0,1,33.5,1,1.524330599,0.47938048,0,3,0.51938048,0.38338048,1
0,2,48,448,8,0,1,33.5,1,1.598258068,0.483307949,0,3,0.523307949,0.457307949,1
0,2,202,1122,8,0,1,33.5,1,1.537087918,0.392137799,0,3,0.472137799,0.396137799,1
0,2,470,190,9,0,1,33.5,1,1.584184394,0.509234275,0,3,0.569234275,0.443234275,1
0,2,602,602,9,0,1,33.5,1,1.592083278,0.527133159,0,3,0.567133159,0.451133159,1
0,2,46,806,9,0,1,33.5,1,1.600160948,0.565210829,0,3,0.615210829,0.459210829,1
0,2,73,473,9,0,1,33.5,1,1.540401241,0.205451121,0,3,0.235451121,0.399451121,1
0,2,358,318,10,0,1,33.5,1,1.589444081,0.494493962,0,3,0.594493962,0.448493962,1
0,2,13567,26367,10,0,1,33.5,1,1.589969404,0.405019285,0,3,0.465019285,0.449019285,1
0,2,34,114,10,0,1,33.5,1,1.575045861,0.770095742,0,3,0.790095742,0.434095742,1
0,2,274,34,10,0,1,33.5,1,1.542014514,0.567064395,0,3,0.647064395,0.401064395,1
0,2,111,191,11,0,1,33.5,1,1.507539253,0.572589134,0,3,0.612589134,0.366589134,1
0,2,105,185,11,0,1,33.5,1,1.580387248,0.685437129,0,3,0.725437129,0.439437129,1
0,2,198,478,11,0,1,33.5,1,1.541886532,0.736936413,0,3,0.786936413,0.400936413,1
0,2,59,419,11,0,1,33.5,1,1.557992347,0.943042228,0,3,1.043042228,0.417042228,1
0,2,34,574,12,0,1,33.5,1,1.596347585,0.851397466,0,3,0.861397466,0.455397466,1
0,2,42,802,12,0,1,33.5,1,1.525065709,0.52011559,0,3,0.59011559,0.38411559,1
0,2,125,885,12,0,1,33.5,1,1.530514253,0.635564134,0,3,0.715564134,0.389564134,1
0,2,-3,997,12,0,1,33.5,1,1.548980971,0.654030851,0,3,0.754030851,0.408030851,1
0,2,116,476,1,0,1,33.5,1,1.579470429,0.71452031,0,3,0.75452031,0.43852031,1
0,2,45,285,1,0,1,33.5,1,1.52090744,0.80595732,0,3,0.92595732,0.37995732,1
0,2,155,155,2,0,1,33.5,1,1.57775218,0.912802061,0,3,0.962802061,0.436802061,1
0,2,84,604,2,0,1,33.5,1,1.5937623,0.75881218,0,3,0.78881218,0.45281218,1
0,2,36,76,3,0,1,33.5,1,1.577170053,0.922219934,0,3,1.012219934,0.436219934,1
0,2,31,271,3,0,1,33.5,1,1.54812847,0.893178351,0,3,0.953178351,0.407178351,1
0,2,-6,74,4,0,1,33.5,1,1.582659856,0.997709737,0,3,1.057709737,0.441709737,1
0,2,40,6680,4,0,1,33.5,1,1.514060968,0.929110849,0,3,1.079110849,0.373110849,1
0,2,41,121,4,0,1,33.5,1,1.506839638,0.501889519,0,3,0.531889519,0.365889519,1
0,2,10,130,5,0,1,33.5,1,1.56057877,0.52562865,0,3,0.60562865,0.41962865,1
0,2,3,243,6,0,1,33.5,1,1.550499435,0.515549316,0,3,0.565549316,0.409549316,1
0,2,80,120,6,0,1,33.5,1,1.514778178,0.389828059,0,3,0.419828059,0.373828059,1
0,2,123,403,6,0,1,33.5,1,1.5471058,0.712155681,0,3,0.792155681,0.406155681,1
0,2,126,1726,7,0,1,33.5,1,1.514085127,0.549135008,0,3,0.609135008,0.373135008,1
0,2,450,1130,7,0,1,33.5,1,1.534679833,0.549729714,0,3,0.679729714,0.393729714,1
0,2,33116,58796,8,0,1,33.5,1,1.508500072,0.083549953,0,3,0.153549953,0.367549953,1
0,2,27914,24074,8,0,1,33.5,1,1.540520484,0.145570365,0,3,0.215570365,0.399570365,1
0,2,70,270,9,0,1,33.5,1,1.592868157,0.557918038,0,3,0.637918038,0.451918038,1
0,2,120,120,10,0,1,33.5,1,1.536748007,0.651797888,0,3,0.711797888,0.395797888,1
0,2,236,556,10,0,1,33.5,1,1.53706217,0.68211205,0,3,0.72211205,0.39611205,1
0,2,127,487,10,0,1,33.5,1,1.589738914,0.694788795,0,3,0.734788795,0.448788795,1
0,2,367,607,11,0,1,33.5,1,1.543077158,0.508127038,0,3,0.578127038,0.402127038,1
0,2,12602,16482,11,0,1,33.5,1,1.532462551,0.237512432,0,3,0.287512432,0.391512432,1
0,2,31,151,12,0,1,33.5,1,1.596744469,0.74179435,0,3,0.78179435,0.45579435,1
0,2,720,320,12,0,1,33.5,1,1.592644613,0.467694494,0,3,0.507694494,0.451694494,1
0,2,280,600,1,0,1,33.5,1,1.537598599,0.55264848,0,3,0.67264848,0.39664848,1
0,2,525,445,1,0,1,33.5,1,1.514072987,0.279122868,0,3,0.349122868,0.373122868,1
0,2,122,82,2,0,1,33.5,1,1.524809492,0.349859373,0,3,0.419859373,0.383859373,1
0,2,168,368,2,0,1,33.5,1,1.522678768,0.417728649,0,3,0.457728649,0.381728649,1
0,2,1,41,2,0,1,33.5,1,1.553643492,0.348693373,0,3,0.468693373,0.412693373,1
0,2,74,34,3,0,1,33.5,1,1.519080161,0.414130042,0,3,0.454130042,0.378130042,1
0,2,150,70,4,0,1,33.5,1,1.56098155,0.59603143,0,3,0.70603143,0.42003143,1
0,2,235,715,4,0,1,33.5,1,1.51228749,0.517337371,0,3,0.567337371,0.371337371,1
0,2,34,194,4,0,1,33.5,1,1.597086345,0.392136226,0,3,0.452136226,0.456136226,1
0,2,35,115,5,0,1,33.5,1,1.532752167,0.437802048,0,3,0.527802048,0.391802048,1
0,2,76,116,5,0,1,33.5,1,1.508389737,0.533439618,0,3,0.623439618,0.367439618,1
0,2,75,315,6,0,1,33.5,1,1.550357146,0.465407026,0,3,0.545407026,0.409407026,1
0,2,76,4316,6,0,1,33.5,1,1.557346289,0.25239617,0,3,0.32239617,0.41639617,1
0,5,370,3050,4,0,1,42.65,0,1.094381597,0.523564833,0,2,0.563564833,4.023564833,0
0,5,139,519,1,0,1,42.65,0,1.158895204,0.738078441,0,2,0.868078441,4.088078441,0
0,5,64,264,1,0,1,42.65,0,1.120948425,0.400131661,0,2,0.480131661,4.050131661,0
0,5,116,416,1,0,1,42.65,0,1.108415563,0.547598799,0,2,0.617598799,4.037598799,0
0,5,121,621,1,0,1,42.65,0,1.154643487,0.643826723,0,2,0.683826723,4.083826723,0
0,5,111,2291,2,0,1,42.65,0,1.14850183,0.637685066,0,2,0.777685066,4.077685066,0
0,5,690,390,2,0,1,42.65,0,1.153800162,0.582983398,0,2,0.702983398,4.082983398,0
0,5,168,608,2,0,1,42.65,0,1.102295122,0.581478358,0,2,0.641478358,4.031478358,0
0,5,99,419,2,0,1,42.65,0,1.075192078,0.394375315,0,2,0.464375315,4.004375315,0
0,5,90,270,3,0,1,42.65,0,1.148394016,0.457577252,0,2,0.507577252,4.077577252,0
0,5,166,2806,3,0,1,42.65,0,1.132355896,0.561539132,0,2,0.621539132,4.061539132,0
0,5,81,341,3,0,1,42.65,0,1.091425175,0.390608411,0,2,0.430608411,4.020608411,0
0,5,30,330,3,0,1,42.65,0,1.083344524,0.36252776,0,2,0.41252776,4.01252776,0
0,5,474,1934,4,0,1,42.65,0,1.167095837,0.486279074,0,2,0.546279074,4.096279074,0
0,5,120,2480,4,0,1,42.65,0,1.113859199,0.533042435,0,2,0.573042435,4.043042435,0
0,5,370,650,4,0,1,42.65,0,1.134351405,0.483534641,0,2,0.543534641,4.063534641,0
0,5,15,635,4,0,1,42.65,0,1.122218948,0.481402184,0,2,0.541402184,4.051402184,0
0,5,170,470,4,0,1,42.65,0,1.137320511,0.566503748,0,2,0.636503748,4.066503748,0
0,5,78,538,5,0,1,42.65,0,1.096062192,0.415245429,0,2,0.455245429,4.025245429,0
0,5,207,287,5,0,1,42.65,0,1.080348279,0.469531515,0,2,0.569531515,4.009531515,0
0,5,402,362,5,0,1,42.65,0,1.091550728,0.430733964,0,2,0.450733964,4.020733964,0
0,5,86,166,5,0,1,42.65,0,1.116521088,0.445704325,0,2,0.495704325,4.045704325,0
0,5,31,71,6,0,1,42.65,0,1.125666957,0.484850193,0,2,0.544850193,4.054850193,0
0,5,44,204,6,0,1,42.65,0,1.160162284,0.40934552,0,2,0.49934552,4.08934552,0
0,5,201,721,6,0,1,42.65,0,1.123422158,0.442605394,0,2,0.482605394,4.052605394,0
0,5,391,-9,6,0,1,42.65,0,1.138105929,0.447289166,0,2,0.467289166,4.067289166,0
0,5,759,1719,7,0,1,42.65,0,1.075030964,0.354214201,0,2,0.424214201,4.004214201,0
0,5,2313,1833,7,0,1,42.65,0,1.105797501,0.494980738,0,2,0.534980738,4.034980738,0
0,5,1484,2364,7,0,1,42.65,0,1.088291067,0.437474303,0,2,0.557474303,4.017474303,0
0,5,3750,5750,7,0,1,42.65,0,1.123077696,0.472260932,0,2,0.532260932,4.052260932,0
0,5,1918,2838,7,0,1,42.65,0,1.161113633,0.40029687,0,2,0.46029687,4.09029687,0
